latitude,longitude,altitude,geometry,state_code,source,name,ward_code,global_id
6.3963918,2.8399955,,Point,LA,GRID,Filling Staion,LASBDY05,3cdf1703-b71a-48e9-86fc-1870d404d92b
6.4726256,3.7265957,,Point,LA,GRID,Davitech Oil,LASIUI04,3cfc06d5-56c7-4a07-a17d-73778bba80e8
6.6118599,3.9878356,,Point,LA,GRID,Fowobi,LASEPE14,3d19a82b-c93c-4584-8374-bc26fb5ec084
6.639372,3.323883,,Point,LA,GRID,Conoil,LASIOE06,3dcfd95c-3cf5-4f6f-bb6d-20556c27a8d3
6.636357,3.3414909,,Point,LA,GRID,Nationwide Filling Station,LASIOE09,3e51d181-884c-4827-be41-2a3305ae9402
6.5291601,3.3094604,,Point,LA,GRID,MRS Filling Station,LASOIO17,3e9097ae-069b-4535-99c1-91f7ee029a71
6.6664053,3.2776258,,Point,LA,GRID,Energy Petroleum,LASAMO06,3f5867e8-0480-4b26-a946-eb01354bdb5d
6.6481583,3.3620283,,Point,LA,GRID,Nationwide Oil,LASIKA08,3f614efe-be7b-4562-825e-64e063a04354
6.649686,3.3085173,,Point,LA,GRID,Mobil Petrol Station Charity Road Abule Egba,LASIOE01,3fbbf0eb-73ae-41a5-88f7-734f0693e5b6
6.5189883,3.3855014,,Point,LA,GRID,MRS Filling Station,LASLMD02,40e3ecb0-403f-4996-8a27-8fd138c8b8d8
6.657495,3.2935466,,Point,LA,GRID,YTK Filling Station,LASIOE01,41da8446-4e4c-4111-80b3-cef1e8a01572
6.4337631,3.4845691,,Point,LA,GRID,MRS Oil,LASEOA10,4216b6cd-94e4-4818-853c-b143f96e8ced
6.5849968,3.3414422,,Point,LA,GRID,AP,LASIKA06,427b4c97-65ab-4a93-98cc-01dcb60e72fb
6.611091,3.3691816,,Point,LA,GRID,Total Filling Station,LASKSE21,429e702f-6948-4f11-98b1-27c7f1a118d8
6.5300092,3.259505,,Point,LA,GRID,Admos Oil,LASAMO24,42c1bdea-6fe5-4959-8538-ede5ce1da66c
6.6145494,3.510553,,Point,LA,GRID,Bisfun Petroleum,LASIKU17,43d99c4c-ce8c-4cae-8d99-6c4ea8cfecc1
6.655949,3.2938871,,Point,LA,GRID,NNPC Filling Station,LASAMO05,4495022c-493e-48d5-9743-3521809d332a
6.6504617,3.3593817,,Point,LA,GRID,Ave Filling Statiom,LASIKA08,44cf7644-65d8-4740-8359-03d56ee9e43d
6.6671523,3.3074945,,Point,LA,GRID,Muheeb Filling Station,LASIOE14,44eee0ee-c053-435a-8f16-2d040581142e
6.6205708,3.5566769,,Point,LA,GRID,NIPCO,LASIKU29,4501027d-2a89-4b53-a82d-6523f152edcd
